연번,공원명,공원개요,조경/기반시설,운동시설,편의/교양시설,기타시설,이미지,공원주소,전화번호,X좌표(WGS84),Y좌표(WGS84),바로가기
88,성북근린공원,돈암동 성북동 일대에 걸쳐 있고 북악산길과 성북구민회관 성북여성회관 고밀도 아파트 단지 등에 인접하여 있다. 정상부에서 남측으로 서울 시내 전체 조망이 가능하며 북동측으로 정릉과 도봉산의 경관을 조망할 수 있고 북악스카이웨이 변을 따라 있는 수영장과‘곰의집’음식점은 인공식재한 향나무와 송림으로 꾸며진 공간으로 휴게장소로서 아늑한 분위기를 연출하고 있다.,"생태연못, 휴게광장, 바닥분수 ",-,"전망대, 나무집, 야외학습장 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1859,서울특별시 성북구 돈암동 616-1055,02-2241-3683,127.0078625,37.5948509,
89,봉제산공원,산이름은 봉제산으로 산을 위에서 내려다보면 마치 학이 알을 품고 앉아 있는 형국이라 하여 붙여졌고 주봉을 매봉이라 부른다. 이외에도 능동산 매봉산 수당산 화곡산이라고도 불렸으며 능동산이란 이름은 1760년대 해동지도 채색 필사본에 표기되어있다. 매봉산은 주 봉우리 이름에서 유래되었고 수당산은 서낭당이 있어 마을의 안녕과 무병장수를 기원한 것에서 유래되었으며 1967년 이후에는 화곡산이라 불렸다. 공원 이름은 당초 등촌동 백석중학교와 등촌 초등학교 근방에서 과거에 흰 돌이 난다하여 백석(白石)이라 불리다가 2004년 공원 명칭이 생소하다는 여론이 있어 산이름인 ‘봉제산’으로 알기 쉽게 변경되었다. 법성사 용문사 사찰과 배드민턴 약수터가 있으며 울창한 산림과 산책로가 잘 조성되어 있다.,-,배드민턴장 ,"법성사, 용문사, 약수터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1470,서울특별시 강서구 화곡동 산41-6,02-2600-4184,126.8517836,37.5421979,
90,서울창포원,서울 강북의 끝자락인 도봉산과 수락산 사이에 세계 4대 꽃 중 하나로 꼽히는 붓꽃이 가득한 특수 식물원인 서울창포원은 약 1만 6천 평에 붓꽃원 약용식물원 습지원 등 12개 테마로 구분 조성되었습니다. 붓꽃원에는 노랑꽃창포 부처 붓꽃 타레붓꽃 범부채 등 '붓'모양의 꽃봉오리로 된 붓꽃류 130여 종의 다양한 붓꽃 30만 본을 심어 붓꽃의 아름다움을 감상할 수 있습니다. 또한 약용식물원에서는 우리나라에서 생산되는 약용식물의 대부분을 한자리에서 관찰할 수 있으며 습지원에서는 각종 수생식물과 습지생물들을 관찰할 수 있도록 관찰덱이 설치되어 있습니다. 초화원에는 꽃 나리 튤립 등 화려한 꽃들이 계절별로 피어납니다.,"붓꽃원, 약용식물원, 수변식물원초화원 ",-,방문자센터 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1471,서울특별시 도봉구 마들로 916(서울창포원) ,02-954-0031,127.047938,37.689585,http://parks.seoul.go.kr/template/sub/irisgarden.do
91,북서울꿈의숲,서울 강북과 도봉 등 6개구에 둘러싸여 있는 초대형 공원인 '북서울꿈의숲'은 과거 드림랜드가 있던 자리 66만여㎡에 조성된 녹지공원으로 월드컵공원과 올림픽공원 서울숲에 이어 서울에서 4번째로 큰 공원입니다. 숲이 울창해 아름다운 풍광을 자랑하는 벽오산 오패산으로 둘러싸여 있는 '북서울꿈의숲'은 벚꽃길과 단풍숲 등의 생태적 조경공간 대형연못인 월영지와 월광폭포 등의 전통경관 그리고 북한산과 도봉산 수락산을 한눈에 볼 수 있는 49.7미터의 전망대와 다양한 장르의 고품격 문화예술이 일년 내내 펼쳐지는 '꿈의숲아트센터'등의 공연장과 전시장 레스토랑 전망타워 등이 있는 서울을 대표하는 세계적인 공원입니다.,"청운답원, 월영지, 월광폭포, 단풍숲, 초화원, 사슴동산, 칠폭지, 볼플라자, 산책로, 쉼터, 데크, 계류, 옥상녹화 ",-,"방문자센터, 전망대, 공연장, 미술관, 창녕위궁재서, 주차장, 레스토랑, 카페 ","태양광발전시설, 경사형엘리베이터, Open스튜디오 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1472,서울특별시 강북구 월계로 173,02-2289-4000,127.0407344,37.6233355,http://parks.seoul.go.kr/template/sub/dreamforest.do
92,서서울호수공원,2009년 10월 개장한 서서울호수공원은 양천구 신월동에 위치한 옛 신월정수장을 공원 조성 사업을 통해 '물'과 '재생'을 테마로 한 친환경공원입니다. 1959년 김포 정수장으로 처음 문을 연 것을 50년 만에 시민의 쉼터로 멋지게 새 단장을 하여 공원으로 개방하였습니다. 이후 청소년 유스타운 건립 임대주택 건립 영어체험마을 건립 등 다양한 개발계획이 거론되었으나 2006년경 서울의 지역 간 불균형을 해소하고 서남권의 대표적인 테마공원을 만들어 지역 활성화의 발판을 삼고자 최종적으로 공원을 조성하기로 결정되었습니다. 또한 부천시와 경계를 이루는 능골산 또한 건강한 숲으로 복원하고 등산로를 정비하여 함께 공원으로 조성하여 여의도공원 양재 시민의 숲에 버금가는 규모를 자랑하며 서남권 최대 규모의 테마공원으로 다시 태어났습니다.,"소리분수, 미디어벽천, 실개천, 건천(계류시설) ","축구장, 농구장, 배드민턴장, 철봉 등 운동 ","백인의 식탁, 음수전 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1473,서울특별시 양천구 남부순환로64길 20 (신월동),02-2604-3004 ,126.8304789,37.5278392,http://parks.seoul.go.kr/template/sub/lakepark.do
93,중랑캠핑숲,"개발제한구역 내 비닐하우스 등으로 훼손된 곳을 복원하여 학생소풍 및 가족단위 피크닉을 주제로 한 체험형 공원입니다. 인위적 시설을 최소화하였으며 건강한 숲을 주제로 한 생태학습 공원으로 휴양과 청소년 문화, 다양한 조경시설 등으로 남녀노소 모두에게 열려있는 자연 속 편안한 휴식처로서 각광받고 있는 공원입니다.","분수연못, 테라스연못, 계류, 건천, 잔디광장, 산책로, 등산로, 녹지 ",캠핑장 내 운동시설 ,"캠핑장, 청소년독서실, 청소년커뮤니티센터, 생태학습존, 청소년문화존, 관리사무소, 스파, 화장실, 매점, 주차장 ","공원등, 보안등 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1474,서울특별시 중랑구 송림길 160(중랑캠핑숲)/중랑구 망우동 74(청소년체험의숲),02-435-7168~9,127.1093075,37.6049896,http://parks.seoul.go.kr/template/sub/JungnangCampGround.do
94,솔밭근린공원,"2004. 1월 개원한 솔밭공원은 34,955㎡의 부지에 주민들을 위한 각종 조경ㆍ문화ㆍ운동시설을 갖춘 도심 속 쉼터이자 인근 주민들의 산책로로 각광 받고 있다. 이 곳은 자생하고 있는 소나무를 최대한 보존한 가운데 조경시설, 운동시설, 휴식시설, 야외무대, 문화시설 등을 갖추어 시민들을 위한 생태문화공원으로 꾸며져 있다. 솔밭공원은 복잡한 도심의 일상에 지친 시민들이 즐겨 찾는 서울의 새로운 명소이다. ","생태연못, 그늘시렁, 산책로, 데크광장, 어린이놀이터, 바닥분수 ","배드민턴장, 운동시설 ","야외무대, 놀이마당, 조형물, 장기바둑쉼터, 화장실, 음수대 ","관리사무소, 공원등, 안내표지판, 반려동물 산책로 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1526,서울특별시 강북구 우이동 80번지 일대,02-901-6953,127.0116241,37.652331,
95,금천체육공원(관악산),"금천체육공원은 체육시설이 잘 갖추어진 공원으로 지역 주민들의 건강에 많은 도움을 주고 있으며, 다목적운동장과 농구장, 배드민턴장, 맨발지압로, 황톳길, 야외운동기구 등이 갖추어져 있다. 2024년에 새로 조성된 전망대는 금천을 상징하는 GC 조형물과 소나무가 어우러진 포토 스폿으로, 도심과 자연경관을 한 눈에 조망할 수 있다.","목재데크길, 조합놀이대, 황톳길, 지압로 ","다목적운동장, 농구장, 배드민턴장, 야외운동기구 ","전망대, 간이무대 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1527,서울특별시 금천구 독산동 산118-4 일대 (금천체육공원),02-2627-1655,126.908681,37.468164,
96,금천폭포근린공원,서울시 서남부에 위치하여 경기도에서 서울도심으로 진입하는 관문 성격의 교통 요충지로 박미고개길의 자연 지형을 이용하여 경사면에 인공폭포를 조성하고 상부는 문화회관과 공원시설을 하부는 연못 형태의 수조가 있으며 인공폭포는 시계지역을 지나는 차량과 사람들에게 청량감을 심어주고 랜드마크적인 요소를 강하게 부각시켜 보행자 뿐아니라 운전자에게 도심지로 진압하는 관문으로 인식시키고 문화회관 및 휴게공간은 지역 주민들에게 생활권 거점 공원으로 이용되고 있다.,인공폭포 ,-,"문화회관, 공원시설, 전망대 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1528,서울특별시 금천구 시흥대로38길 61(시흥동 937-2),02-2627-1657 ,126.9040127,37.4468663,
97,만수천공원(관악산),자연생태 체험교실 숲에서 놀자!! 등 자연체험 프로그램이 진행되는 생태연못(습지) 미네랄이 함유된 약수터 운동 공간인 배드민턴장 2개소와 휄스형 체육시설 에어로빅 등 생활체육 프로그램이 운영되는 다목적 광장 또한 산벚나무 복자기 노루오줌 옥잠화 등 다양한 수목과 야생초화가 식재되어 있어 금천구민들이 휴식 및 운동공간으로 즐겨 찾는 도심속의 공원임.,다목적 광장 ,"생활체육시설, 독산테니스장, 배드민턴장 ","정자, 화장실, 만수천 약수터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1529,서울특별시 금천구 독산동 산8 일대,02-2627-1662,126.9090028,37.4734274,
98,발바닥공원,면적 1만 5520㎡의 도봉구 발바닥공원은 마른하천인 방학천을 따라 방학3동 270-1번지 일대에 조성된 생태공원이다. 1960년대 중반 형성되기 시작한 무허가 판자촌 130여동을 헐어내고 4년여간의 공사 끝에 2002년 5월 문을 열었다. 쓰레기와 오물 악취가 풍기는 기피 장소였던 방학천 일대가 구민들의 사랑을 독차지하는 쉼터로 재탄생하게 된 것이다. 왜 하필 발바닥 공원일까. 지저분한 판자촌에서 녹색 공원으로 변신한 운명과 닮아서다. 평소 하찮게 여기다 최근 중요성을 인정받고 있는 우리몸의 발바닥과 비슷하다고 해서 붙여졌다. 문을 연지 10년이 지난 지금 발바닥공원은 연산군묘 도봉산 옹기민속박물관 등과 어깨를 나란히 하며 도봉구 10대 명소로 꼽히고 있다.,"산책로, 관상용식수대, 그늘시렁, 연못, 지압보도 ",체력단련시설 ,"정자, 화장실, 도봉환경교실 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1530,서울특별시 도봉구 시루봉로6길 33,02-2091-3772,127.031982,37.6597135,
99,월천근린공원,창동 주공18단지와 19단지 사이에 위치한 공원으로 1980년도 창동 일대가 아파트 단지로 개발되면서 기부채납되어 조성된 근린공원이다.,"산책로, 관상용식수대, 그늘시렁, 연못, 그네, 미끄럼틀, 시소, 조합놀이대 ","배드민턴장, 체력단련시설 ","정자, 장의자, 화장실, 음수대 ","공원등, 안내판 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1531,서울특별시 도봉구 창동 28번지,02-2091-3756,127.0509895,37.6473889,
100,용두근린공원,동대문구내 근린공원부지 하부를 활용 폐기물 처리시설로 설치?운영하는 계획에 따라 상부를 공원으로 활용 주변 여건과 조화로운 친환경적인 공원을 조성하여 지역주민을 위한 휴게 문화 운동 등 다양한 옥외 활동 및 정서함양을 위한 장을 마련하는 공간,"연못, 분수, 그늘시렁, 도로, 진입광장, 휴게광장 ",-,"음수대, 휴게소, 야외전시장, 스마트쉼터 ","공원안내판, 관리동 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1532,서울특별시 동대문구 용두동 34-1번지 일대,02-2127-4775,127.0390042,37.5732791,
101,상암근린공원,상암근린공원은 15000세대 43000명 거주 규모로 사업시행중인 상암택지개발지구 중심에 위치하고 있어 접근성이 편리하고 이용인구가 많으며 2000. 9. 27자로 공원조성 완료되어 산책로 생태연못 관리사무소 화장실 등 기반시설이 잘 갖추어져 있습니다. 광장과 상암산 및 기 조성된 기반시설이 한곳에 모여 있어 이용동선이 짧고 생태연못을 활용한 수생동식물 관찰 등 생태학습프로그램을 운영하고 있습니다. 관리사무소 내에는 유모차대여소 모유수유소가 설치되어 있으며 여성이 산책하기 편리하고 CCTV 비상벨 등이 설치되어 있어 2010년 하반기 ‘여행(女幸)공원’으로 지정되었습니다.,"생태연못, 생태습지, 암석원, 그늘시렁 ",운동기구 ,"정자, 화장실, 연식의자, 모유수유실, 유모차대여소 ","종합안내판, 공원등, 관리사무소 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1533,서울특별시 마포구 상암동 1761,02-3153-9553,126.8859012,37.5760106,
102,와우근린공원,마포팔경 중에 하나(우산목적:牛山牧笛일-와우산에 은은히 들려오는 목동들의 피리소리)인 와우산은 소가 누워있는 모양으로 풍수지리설에 의하면 예전에 큰 소가 길마는 무악에다 벗어놓고 굴레는 북아현동 163번지 남쪽 네거리에 벗은 다음 여물통은 하수동 132-2번지 앞에 두고 서강을 향하여 내려가다가 누워서 뿔은 서강초등학교 자리 머리부분은 서강시민아파트 엉덩이는 와우시민아파트 자리에 있었던 데서 유래되었다 한다 와우배수지 상부에 다양한 시설을 갖춘 체육공원에서 가족단위의 운동을 즐길 수 있으며 체육공원 뒤로 자연적인 숲을 따라 산책하면 약수터를 지나 자연학습관찰원으로 이어져 휴식과 체력단련을 동시에 즐길 수 있다.,"조깅트랙, 지압보도, 광장 ","배드민턴장, 농구장, 체력단련장 ",약수터 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1534,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),02-3153-9553,126.9289936,37.5517298,
103,금호근린공원,지형의 단차를 이용하여 조성된 공원으로 하층부에는 체육관이 조성되어 있고 건물의 옥상층과 상층부 공원부지를 연결하여 한정된 지형을 입체적으로 활용한 공원이다. 공원 하층부 다목적 체육관은 연면적 660.33㎡ 지상2층 규모로 화장실 탈의실 샤워실 등의 부속시설을 설치하여 이용 주민들에게 편익을 제공하고 있으며 상층부 공원부지에는 중앙광장 휴게공간 운동공간 전망데크 등의 설치로 멀리 한강을 전망하고 자연관찰 운동 등 지역 주민의 여가생활과 커뮤니티장으로 제공되고 있다. ,그늘시렁 ,운동시설물 ,"체육관, 경로당, 청소년 문화회관, 어린이집, 음수대, 평의자, 의자 ","공원등, 종합안내간판 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1535,서울특별시 성동구 장터1길 18,02-2286-5655,127.0189457,37.5494726,
104,달맞이근린공원,달맞이공원은 옥수동 미타사와 현대아파트가 있는 뒷산으로 예전부터 정월 보름에 주민들이 이곳에 올라가 달을 맞이하였다하여 붙여진 이름이며 한강변에 우뚝선 바위산으로 한강을 가깝게 바라볼 수 있다.  영화 'ing'의 촬영지로도 유명하지만 뚝섬부터 한남대교가 내려다 보이는 야경이 일품인 곳이다.,어린이놀이터 ,배드민턴장 ,"경로당, 화장실, 음수대 ",공원등 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1536,서울특별시 성동구 옥수동 산1-1,02-2286-5655,127.0212054,37.543564,
105,문정근린공원,1993년 부곡~도농간 철도계획의 취소로 미정비된 상태로 이용되었던 철도부지를 2004년~2009년까지 점차 공원으로 조성하여 송파구 도심내 거점녹지축 및 시민의 건전한 휴식공간으로 조성,"바닥분수, 초가정자, 사각정자, 휴게벤치, 경화토포장로, 마사토산책로 ",-,-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1537,서울특별시 송파구 문정동 18-4,02-400-0978,127.1275819,37.4862156,
106,문화예술공원,매헌시민의숲 제3구역에 조성된 문화예술공원은 1993년 3월에 착공하여 1994년 10월에 완공된 공원으로 연간 14만여명이 이용하는 도심속의 소중한 녹지공간이다. 공원 중앙에 위치한 잔디광장(3500㎡)에서는 많은 시민들이 피크닉 등을 즐기는 여가선용 및 휴식 장소로 이용하고 있으며 양재천으로 이어지는 길을 따라 각종 레포츠 및 달리기 등을 할 수 있다.,"놀이마당, 중앙광장, 잔디광장, 원두막, 모래놀이터 ",-,"야외무대, 조각작품 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1539,서울특별시 서초구 바우뫼로12길 40 (양재동),02-2155-6865,127.030517,37.467654,
107,세종로공원,우리나라의 중심인 세종로 가로(경복궁-광화문-세종문화회관-청계천-서울광장)에 조성된 녹지공간으로 노후되고 폐쇄되어 시민 이용에 한계가 있던 곳을 광화문광장과 연계하여 개방형공원으로 탈바꿈하여 새로운 시민소통의 공간으로 마련하였다. ,"상징광장, 한글글자마당 ",-,"야외무대, 매점, 디자인파라솔, 야외테이블 ",조선시대 사헌부 및 병조터 흔적복원 ,http://parks.seoul.go.kr/file/info/view.do?fIdx=1698,서울특별시 종로구 세종대로 189 (우) 03172,02-2148-2843 ,126.9758875,37.5735,
108,샘말공원(관악산근린공원 샘말지구),"신림동 고시촌으로 알려진, 관악구 대학동 관악산 끝자락에 무단경작과 쓰레기로 방치되어 있던 사유지를 보상하여 시민들이 이용할 수 있게 2009년에 동네뒷산공원화사업을 통해 조성한 공원으로, 예부터 물이 많이 나와 샘터가 있고 샘말이라고 불리웠던 사실에 입각해 샘말공원이라는 이름이 명명되었다.  ","황톳길, 바닥분수, 어린이놀이시설 ",생활체육시설 ,"음수대, 화장실, 세족대, 휴게시설, 유아숲체험원 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1699,서울특별시 관악구 대학동 산63-1일대 샘말공원,02-879-6525,126.938511,37.4642128,
109,초안산생태공원,당초 골프연습장을 조성할 계획으로 임야를 훼손하고 건축공사를 하던 도중 10여년 넘는 지역주민들의 끈질긴 노력으로 계획을변경하여 생태공원으로 조성하였다. 이곳은 다른 공원과 달리 시설물은 최소화하였으며 녹지를 최대한 많이 확보하였고 과거 원지반이었던 암반을 공원시설로 노출시켜 조성한 것이 특징이다.,"잔디광장, 계류, 생태연못, 녹지대, 조합놀이대, 시소, 그네, 산책로, 중앙진입로 ",생활체육시설 ,음수대 ,"CCTV, 공원등, 공원안내판 ",http://parks.seoul.go.kr/file/info/view.do?fIdx=1708,서울특별시 도봉구 창동 산24,02-2091-3754,127.0405382,37.6479483,
110,푸른수목원,서울의 서남쪽 구로구의 끝자락에 위치한 푸른수목원은 서울시 최초로 조성되는 시립수목원으로 교육프로그램과 친환경관리의 중심인 “생태의섬(Eco-Island)”입니다. 구로구 항동일대 10만3천㎡의 부지에 기존 항동저수지와 어울려 푸른뜨락 내음두루 한울터 돌티나라 등 2100여종의 다양한 식물과 25개 테마원을 감상할 수 있고 작은도서관(북카페)와 숲교육센터 등 교육컨텐츠의 활용을 통해 가드닝프로그램(Gardening Program)과 생태학습의 장을 제공하고 있습니다. ,"항동저수지, 잔디마당, 주제정원 ",-,"KB숲교육센터, 편의시설 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1718,서울특별시 구로구 서해안로 2117(항동81-1) 푸른수목원관리사무소,02-2686-3200,126.82407,37.483029,http://parks.seoul.go.kr/template/sub/pureun.do
111,서오능도시자연공원,꾀꼬리가 많이 살기 때문에 앵봉산이라는 이름을 얻은 서오릉도시자연공원은 구파발 통일로변에서 서오릉로까지 남북으로 길게 발달하여 진관동 갈현1?2동을 아우르고 있는 산이다. 면적은 1082847㎡로 은평구에서는 두 번째로 넓은 산이지만 높이는 해발 235m로 가장 높다. 주능선이 경기도 고양시 동산동?용두동과 경계를 이루며 사적지인 서오릉은 앵봉산의 서남쪽 자락에 자리 잡고 있다. 이 공원의 구파발 탑골 쪽은 현재 은평구에서 운영하는 ‘숲속여행’ 코스로 선정되어 4월부터 11월까지 매월 2?4번째 토요일과 1?3번째 일요일에 숲체험리더와 함께하는 숲속여행프로그램을 진행하고 있어 원하는 시민들은 누구나 참여할 수 있다.  앵봉산에 군락을 형성한 서어나무는 온대림 숲의 마지막 천이단계에 나타나는 나무로 중부지방에서는 광릉 숲 다음으로 유명하고 탑골 약수터 부근의 시무나무와 주능선에 자라는 쪽동백나무는 은평구 산 중 유일하게 이곳에서만 볼 수 있는 나무다. 주요시설로는 운동?편익시설 170점이 설치되어 있고 나무 107종(큰키나무 41종 중간키나무 12종 작은키나무 41종 덩굴나무 13종)이 자연림으로 자라고 있다.,"산책로(둘레길), 탑골생태공원 ",운동시설 ,유아숲체험장 ,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1726,서울특별시 은평구 구파발동 갈현동 진관내동,02-351-8003,126.9134338,37.6374823,
112,청계산도시자연공원,"산에서 흘러내리는 물이 맑아 청계라는 이름이 붙은 것이라고 짐작될 뿐 청계산에 대한 기록은 확인되지 않는다‘. 과천읍지’(1899) 산천조에는 청룡산이라고 쓰고 있는데 이는 관악산을 백호산이라고 부른데 대하여 청계산이 좌청룡에 해당된다는 풍수설에 따라 청룡산이라 부른것으로 짐작된다. 청계산 북동쪽 기슭은 선사시대 주민들의 생활근거지로 청동기시대의 유적인 고인돌이 산재해 있으며 고려 멸망 후 이색 길재 조윤 등 고려 유신들이 은거했던 곳이다. 청계산의 주봉을 망경대라 부르는데 이는 고려가 망한 뒤 고려 유신 조윤이 청계산 정상에서 송도를 바라보며 세월의 허망함을 달랬다는데서 유래하고 조선 말기에는 추사 김정희가 긴 유배생활에서 돌아와 부친의 여막을 지키면서 살았던 곳이다. 청계산은 서울특별시와 경기도 성남시, 과천시, 의왕시의 경계에 위치해 있으며 과천에서 동남쪽으로 5km 안양에서 동쪽으로 12km 서울에서 18km의 거리를 두고 있다. 전체 면적은 약 3.7㎢로 매봉을 중심으로 서쪽은 경기도 동쪽은 서울특별시로 구분된다. 산세는 서남쪽으로 의왕시에 소재한 백운산, 모락산, 오봉산으로 뻗쳐 있고 서북쪽으로 과천시 옥녀봉 자락과 이어져 대체로 남북 방향으로 자리하고있다. 청계산은 국사봉(540m) 망경대(600m) 매봉(583m) 및 옥녀봉(375m)을 이어 남북으로 달리는 능선과 국사봉을 정점으로 하여 동서방향으로 달리는 능선이 만나 T자형 능선을 이루고 있고 계곡은 이와 같은 T자형 능선을 기점으로 하여 동서방향과 남쪽방향으로 발달해 있다.",파고라 ,-,"정자, 약수터, 화장실 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1736,서울특별시 서초구 원지동 산 33,02-2155-6869,127.0424726,37.4224347,
113,개화근린공원,개화산의 원래 이름은 주룡산(駐龍山)으로 신라시대 주룡이라는 한 도인이 산에 살면서 매년 9월 9일에 동자 두세 명과 더불어 높은 곳에 올라가 술을 마시며 구일용산음(九日龍山飮)이라하여 주룡산이라 불리었다. 도인이 돌아간 후에 그 자리에는 이상한 꽃 한 송이가 피어나 이를 두고 사람들은 ‘개화산(開花山)’ 이라 불렀다 한다.  개화공원은 한강이 내려다보이는 숲이 울창한 공원으로 약사사와 미타사 2개의 사찰이 있고 특히 약사사의 석불과 3층 석탑은 서울시 유형문화재로 지정된 귀중한 문화재이며 미타사 옆에는 한국전쟁시 장렬히 산화한 호국 영령을 추모하는 호국충혼 위령비가 있고 약수터 3개소와 한강을 굽어보는 울창한 산림이 잘 보존된 곳이다.,-,운동시설 ,"약사사, 약사사 3층석탑, 미타사, 약수터, 6?25전사자위령탑 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1730,서울특별시 강서구 개화동 산17,02-2600-4183,126.8068278,37.5813917,
114,아차산공원,서울특별시에서 공원녹지 확충 5개년 계획에 따라 조성된 아차산공원은 시민과 학생들에게 자연을 접할 수 있는 기회와 자연생태계 학습장 및 체험공간을 제공하고 있습니다. 또한 도시생태계의 생물 다양성을 증진시키고 시민들에게 건강하고 건전한 녹지공간의 쉼터를 제공함으로써 도시환경의 질적 향상에 기여하고 있습니다.,"어울림광장, 어울림정원, 습지원, 맨발길 ",-,"여가센터, 약수터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1731,서울특별시 광진구 광장동 370,02-450-1395,127.1010031,37.5517142,
115,인능산도시자연공원,인릉산이라는 이름은 북쪽에 위치한 순조의 능인 인릉의 조산으로 나와 있기 때문에 붙여졌다. 인릉산은 서울특별시 서초구와 경기도 성남시에 걸쳐 동서향으로 뻗어 내린 산으로 해발 327m이며 자연 그대로의 울창한 산림을 가지고 있어 호젓한 산행을 즐길 수 있는 산이다.,-,-,"옹달샘, 헬기장 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1732,서울특별시 서초구 내곡동 산12-404,02-2155-6873,127.0666632,37.4482109,
116,구룡산도시자연공원,구룡산은 대모산과 하나의 줄기를 가진 산으로 서초구와 강남구 경계에 걸쳐 있으며 두 산은 1971년 대모산 도시자연공원으로 지정되어 관리되어 오고 있다. 높이 306m의 산으로 높거나 험하지 않아 부담없이 하는 산행코스로는 제격입니다.,-,-,"국수봉 전망대, 율암약수터 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1733,서울특별시 서초구 염곡동 산25-1,02-2155-6873,127.061567,37.4689473,
117,우면산도시자연공원,"서초구 서초동, 방배동, 우면동, 양재동의 경계를 이루는 산으로 산모양이 소가 졸고 있는 모양이라 하여 붙여진 이름이다. 일부 지역에 대하여는 갓바위가 있는 산이라 하여‘관암산(冠岩山)’ 산이 도마와 같이 생겨서‘도마산’ 옛날에 활을 쏘던 사정이 있던 곳으로‘사정산(射亭山)’수정이 채굴되었다 하여‘수정봉(水晶峰)’등이 있다. 산높이는 293m로 서울 서초구와 과천시의 경계에 위치하며 산행코스가 짧고 힘든 코스가 많지 않아 주말 및 새벽 산행 코스로 적합하며 여러 계곡에서는 맑은 옹달샘이 끊임없이 흘러나오고 있으며 울창한 삼림으로 다양한 동?식물군이 서식하고 있다. 산책로 및 등산로가 태극 범바위 산골약수터 등 20여개소의 약수터와 대성사 예술의 전당 등 문화유적과 사찰 문화공간이 연접되어 있어 아늑한 휴식처를 제공하고 있다.",-,-,"약수터, 정자, 화장실 ",-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1673,서울특별시 서초구 우면동 산35-1,02-2155-6883,127.0091324,37.470484,
118,향림근린공원,갈현근린공원은 연서로를 사이에 두고 은평경찰서에서 통일로의 박석고개까지 연결된 제1구역과 은평경찰서 맞은편에서 불광중학교 뒷산을 거쳐 북한산국립공원 매표소까지 연결된 제2구역으로 나뉜다. 제1구역은 북쪽산자락에 구립체육센터와 축구장이 자리잡고 남쪽 자락에는 세명컴퓨터 고등학교와 연천중학교가 있다. 불광 2?3동과 진관동을 아우르는 갈현근린공원은 면적이 147859㎡이며 높이는 해발 123m이다. 은평구를 대표하는 체육공원인 갈현근린공원의 주요시설은 구민체육센터와 축구장 테니스장 외에 기타 운동?3편익시설 70점이 설치되어 있다. 나무는 93종(큰키나무 36종 중간키나무 10종 작은키나무 34종 덩굴나무 13종)이 자라고 있으며 약재로 많이 쓰여 서양에서 약상자라는 별명을 갖고 있는 미국딱총나무가 특히 제1구역에 많이 퍼져있다. ,산책로 ,"구민체육센터, 다목적체육관, 축구장 ",-,-,http://parks.seoul.go.kr/file/info/view.do?fIdx=1734,서울특별시 은평구 진관동 산55,02-351-8002,126.9240693,37.6293824,
